Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
18	K Lunke, B Meier	Creativity and involvement in art in different types of synaesthesia	2019	British journal of psychology	Wiley Online Library	https://scholar.google.com/scholar?cites=17667203107992872502&as_sdt=2005&sciodt=2007&hl=en	24	2023-05-25T13:58:21Z	NA	10.1111/bjop.12363	NA	NA	NA	NA	NA	NA	18	4.5	9	2	4	… Test, and in the divergent verbal Alternative Uses Task, as well as in verbal comprehension … were left handed. Of the synaesthetes, 20 were grapheme-colour synaesthetes (M ageSyn …	https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjop.12363	https://bpspsychub.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjop.12363	https://scholar.google.com/scholar?q=related:NqaXMp-DLvUJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	1	0	0		
0	A de Rooij, S Jones	Expressions in Emotion Regulation to Augment Creativity	2015	NA	core.ac.uk	NA	28	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	8	… After this, we were ready to start the application for the alternative uses task (task 1) after which participants filled in a questionnaire. Then, participants used the application to perform …	https://core.ac.uk/download/pdf/42628223.pdf	https://core.ac.uk/download/pdf/42628223.pdf	https://scholar.google.com/scholar?q=related:yra-k_d6OdAJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	1	0	0		
0	W Liu, A Dempo, T Kimura, T Kawashima…	Effects of the presence of a cell phone and exposure to natural environments on remote associates task performance	2022	Scientific Reports	nature.com	NA	31	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	5	1	… and novel idea (ie, Alternative Uses Task 9 ), whereas the … performed better in the Alternative Uses Task 9 (eg, asking … Twenty-seven were right-handed, four were left-handed, and …	https://www.nature.com/articles/s41598-022-13634-y	https://www.nature.com/articles/s41598-022-13634-y	https://scholar.google.com/scholar?q=related:jK95WVIIXwcJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	1	0	0		
0	EF Gallinari	The Impact of Comparative Thought: Exploring the Similarities and Differences between Social and Counterfactual Comparisons	2020	NA	search.proquest.com	NA	66	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	3	… For instance, we found that self-evaluations of strong handers were more sensitive to social comparison information than counterfactual information (whereas mixed handers were …	https://search.proquest.com/openview/92c24f6c9f4944f03aae1bbea6d087ed/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/92c24f6c9f4944f03aae1bbea6d087ed/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:64rj_4AZ4vgJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	1	1	0	0	AUT given as cover story task	
0	DW Tegano	Divergent thinking and hemisphericity	1981	NA	vtechworks.lib.vt.edu	NA	2	2023-05-25T14:18:03Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	42	… , the Pioduct Improvement Task and the Unusual Uses Task) measure what this study has … From this limited repres.entation of theori,es it can be seen that the role of handedness in …	https://vtechworks.lib.vt.edu/handle/10919/76581	https://vtechworks.lib.vt.edu/bitstream/handle/10919/76581/LD5655.V856_1981.T443.pdf?sequence=1	https://scholar.google.com/scholar?q=related:4061T2-b-gwJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	1	1	1	1	0	0	Measure handedness and UU. Report UU flexilibity & EHI in Table 7, but not UU fluency anywhere.	
0	T Bernanka	Basic Numerical Abilities, Working Memory, Creativity and the Ability to Solve Complex Arithmetic.	2014	NA	search.proquest.com	NA	7	2023-05-25T14:18:03Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	9	We examined the relationship between basic mathematics capabilities, working memory, creativity and the ability to solve complex arithmetic. Our main aim was to study the difference …	https://search.proquest.com/openview/d84aee18bbeefb46dfa3af93acff2b8c/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://search.proquest.com/openview/d84aee18bbeefb46dfa3af93acff2b8c/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://scholar.google.com/scholar?q=related:DZkJd0CBm3EJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	1	1	1	1	0	0	Torrance V (UU only)	
0	OR Boxer	The relations among creativity, schizotypy, intellectual functioning, and latent inhibition in healthy adults	2009	NA	search.proquest.com	NA	14	2023-05-25T14:18:03Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	14	… Task specific outcome variables in the Unusual Uses task include fluency (different number of unusual uses produced), originality (number of responses which differ significantly from a …	https://search.proquest.com/openview/91f0a6194aa4c85dde09fe8ac2b832bf/1?pq-origsite=gscholar&cbl=18750	https://search.proquest.com/openview/91f0a6194aa4c85dde09fe8ac2b832bf/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?q=related:uc1tl9Aue2cJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	1	1	1	1	0	0		
1	AK Uemura	The Significance of Individual Differences in Hemispheric Lateralization	1981	NA	search.proquest.com	https://scholar.google.com/scholar?cites=6516319676109180356&as_sdt=2005&sciodt=2007&hl=en	6	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	1	0.02	1	1	42	… The square of dot laterality quotient predicting Alternate Uses Test scores, right handers in Group B .................. HOFigure 18. Second-degree polynomial regression equations using …	https://search.proquest.com/openview/e7050bc29a32fd4d8a5a5278b3b062a4/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/e7050bc29a32fd4d8a5a5278b3b062a4/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:xE1gcTiebloJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	1	0	0	19 righties, 19 lefties ("Group B") got the AUT and RAT. Many stats, but none relevant	
1	PI Christian-Kliger	PSYCHOSIS PRONENESS AND THE RELATIONSHIP OF INFORMATION-PROCESSING CHARACTERISTICS AND COMMUNICATION EFFECTIVENESS IN …	1984	NA	search.proquest.com	https://scholar.google.com/scholar?cites=15247336826141342819&as_sdt=2005&sciodt=2007&hl=en	39	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	1	0.03	1	1	39	… Two judges independently scored the Alternate Uses Test and … It is worth noting that the Alternate Uses test has also provided … The Alternate Uses Test has consistently shown nonsig …	https://search.proquest.com/openview/6e8d9f5f1cfa726e26581f5646de0384/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/6e8d9f5f1cfa726e26581f5646de0384/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:Y_ziPA9smdMJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	1	0	0		
1	DM Bellar	The relationship between age, cognitive function, cardiovascular fitness, and serum blood markers of cognitive function in healthy older adults	2009	NA	search.proquest.com	https://scholar.google.com/scholar?cites=11743699077831834784&as_sdt=2005&sciodt=2007&hl=en	48	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	1	0.07	1	1	14	… The assessments chosen were the Alternate Uses test and the Digit Span Forward test (part of the Wechsler Adult Intelligence Scale). The exercise groups performed significantly better …	https://search.proquest.com/openview/f944a25a92dfcd9cd2c6f3c697079fd8/1?pq-origsite=gscholar&cbl=18750	https://search.proquest.com/openview/f944a25a92dfcd9cd2c6f3c697079fd8/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?q=related:oLw_KxcA-qIJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	1	0	0		
12	B Wolf-Dorlester	Creativity, adaptive regression, reflective eye movements, and the Holtzman movement responses.	1976	NA	search.proquest.com	https://scholar.google.com/scholar?cites=5444010511356064797&as_sdt=2005&sciodt=2007&hl=en	62	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	12	0.26	12	1	47	… Test, Sheehan's Shortened Form of the Bett's QMI, handedness, and college major. Analyses of … The Alternate Uses test has high loadings on the factors of "spontaneous flexibility" and …	https://search.proquest.com/openview/670a26c3071d62bf55079dad09af8288/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/670a26c3071d62bf55079dad09af8288/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:HfTearcCjUsJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	1	1	0	0	Gave AUT, reported other correlations, but none relevant	
4	AE Lake III, WH Tedford Jr	Influence of creativity on formation of subjective units	1970	The Journal of General Psychology	Taylor &Francis	https://scholar.google.com/scholar?cites=6601672608052198954&as_sdt=2005&sciodt=2007&hl=en	6	2023-05-25T14:39:22Z	PDF	10.1080/00221309.1970.9710805	NA	NA	NA	NA	NA	NA	4	0.08	2	2	53	… The Unusual Uses Test was administered to 99 volunteer … were then given the Unusual Uses Test, which was scored in … The performance of the three lefthanded Ss did not differ …	https://www.tandfonline.com/doi/pdf/10.1080/00221309.1970.9710805	https://www.tandfonline.com/doi/pdf/10.1080/00221309.1970.9710805	https://scholar.google.com/scholar?q=related:Kr5ghkLanVsJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	1	1	1	0	0		
42	S Kröger, B Rutter, H Hill, S Windmann, C Hermann…	An ERP study of passive creative conceptual expansion using a modified alternate uses task	2013	Brain research	Elsevier	https://scholar.google.com/scholar?cites=14680003041490652892&as_sdt=2005&sciodt=2007&hl=en	2	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	42	4.2	7	6	10	… The results of the current study, where a modified alternate uses task was used to assess passively induced creative conceptual expansion relative to novelty and appropriateness, …	https://www.sciencedirect.com/science/article/pii/S0006899313009566	https://www.sciencedirect.com/science/article/pii/S0006899313009566	https://scholar.google.com/scholar?q=related:3E60_fzYucsJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
19	O Vartanian, I Smith, TK Lam, K King, Q Lam, EL Beatty	The relationship between methods of scoring the alternate uses task and the neural correlates of divergent thinking: Evidence from voxel-based morphometry	2020	NeuroImage	Elsevier	https://scholar.google.com/scholar?cites=8111298352806711697&as_sdt=2005&sciodt=2007&hl=en	3	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	19	6.33	3	6	3	… Here we sought to investigate the relationship between various methods of scoring the Alternate Uses Task (AUT)—a well-known test of divergent thinking—and regional grey matter …	https://www.sciencedirect.com/science/article/pii/S1053811920308119	https://www.sciencedirect.com/science/article/pii/S1053811920308119	https://scholar.google.com/scholar?q=related:kVFBWuAekXAJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
327	BS Folley, S Park	Verbal creativity and schizotypal personality in relation to prefrontal hemispheric laterality: A behavioral and near-infrared optical imaging study	2005	Schizophrenia research	Elsevier	https://scholar.google.com/scholar?cites=7344116982457447330&as_sdt=2005&sciodt=2007&hl=en	4	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	327	18.17	164	2	18	… in a novel “alternate uses” task designed to assess divergent … It would be helpful to investigate the full range of handedness in … Yet, although we examined right-handers only, we still …	https://www.sciencedirect.com/science/article/pii/S0920996405002380	https://www.sciencedirect.com/science/article/pii/S0920996405002380	https://scholar.google.com/scholar?q=related:ojNKGHyL62UJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
132	A Abraham, K Thybusch, K Pieritz…	Gender differences in creative thinking: behavioral and fMRI findings	2014	Brain imaging and …	Springer	https://scholar.google.com/scholar?cites=8909249104684460110&as_sdt=2005&sciodt=2007&hl=en	5	2023-05-25T13:48:18Z	HTML	10.1007/S11682-013-9241-4	NA	NA	NA	NA	NA	NA	132	14.67	33	4	9	… Conceptual expansion was assessed with the alternate uses task relative to the object … Although the groups were comparable in terms of handedness, vocabulary and educational …	https://link.springer.com/article/10.1007/S11682-013-9241-4	https://link.springer.com/article/10.1007/S11682-013-9241-4	https://scholar.google.com/scholar?q=related:TigvhNsCpHsJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
46	RH Grabner, J Krenn, A Fink, M Arendasy, M Benedek	Effects of alpha and gamma transcranial alternating current stimulation (tACS) on verbal creativity and intelligence test performance	2018	Neuropsychologia	Elsevier	https://scholar.google.com/scholar?cites=6728020632653284509&as_sdt=2005&sciodt=2007&hl=en	6	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	46	9.2	9	5	5	… while participants worked on the alternate uses task, as the … improves performance in the alternate uses task in terms of … and completed the handedness questionnaire as well as the BIS-…	https://www.sciencedirect.com/science/article/pii/S0028393217304116	https://www.sciencedirect.com/science/article/pii/S0028393217304116	https://scholar.google.com/scholar?q=related:nUTMah67Xl0J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
32	J Peña, A Sampedro, N Ibarretxe-Bilbao…	Improvement in creativity after transcranial random noise stimulation (tRNS) over the left dorsolateral prefrontal cortex	2019	Scientific reports	Springer	https://scholar.google.com/scholar?cites=1673112190141032419&as_sdt=2005&sciodt=2007&hl=en	7	2023-05-25T13:48:18Z	PDF	10.1038/s41598-019-43626-4	NA	NA	NA	NA	NA	NA	32	8	8	4	4	… and divergent thinking (Alternate Uses task)21 were also … verbal divergent thinking (Alternate Uses Task) after cathodal … Handedness Inventory39 was used to assess handedness. …	https://link.springer.com/content/pdf/10.1038/s41598-019-43626-4.pdf	https://link.springer.com/content/pdf/10.1038/s41598-019-43626-4.pdf	https://scholar.google.com/scholar?q=related:42e7IqwWOBcJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
56	K Japardi, S Bookheimer, K Knudsen, DG Ghahremani…	Functional magnetic resonance imaging of divergent and convergent thinking in Big-C creativity	2018	Neuropsychologia	Elsevier	https://scholar.google.com/scholar?cites=9227193274006262209&as_sdt=2005&sciodt=2007&hl=en	8	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	56	11.2	11	5	5	… Functional MRI (fMRI) scans included two activation paradigms widely used in prior creativity research, the Alternate Uses Task (AUT) and Remote Associates Task (RAT), to assess …	https://www.sciencedirect.com/science/article/pii/S0028393218300745	https://www.sciencedirect.com/science/article/pii/S0028393218300745	https://scholar.google.com/scholar?q=related:wVEEG2WTDYAJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
86	O Vartanian, ME Jobidon, F Bouak, A Nakashima…	Working memory training is associated with lower prefrontal cortex activation in a divergent thinking task	2013	Neuroscience	Elsevier	https://scholar.google.com/scholar?cites=6119856862523531187&as_sdt=2005&sciodt=2007&hl=en	9	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	86	8.6	17	5	10	… divergent thinking loads on WM and fluid intelligence, we tested the hypothesis that WM training would improve performance and moderate neural function in the Alternate Uses Task (…	https://www.sciencedirect.com/science/article/pii/S0306452213000201	https://www.sciencedirect.com/science/article/pii/S0306452213000201	https://scholar.google.com/scholar?q=related:s5_zXmQZ7lQJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
16	K Rataj, DS Nazareth, F Van der Velde	Use a spoon as a spade?: Changes in the upper and lower alpha bands in evaluating alternate object use	2018	Frontiers in psychology	frontiersin.org	https://scholar.google.com/scholar?cites=11385467542132652122&as_sdt=2005&sciodt=2007&hl=en	10	2023-05-25T13:48:18Z	HTML	10.3389/fpsyg.2018.01941	NA	NA	NA	NA	NA	NA	16	3.2	5	3	5	… Two divergent thinking tasks, the alternate uses task (AUT) and the word association task (… Since one participant in the current study obtained a mean score of −33 on the handedness …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01941/full	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01941/full	https://scholar.google.com/scholar?q=related:WniOImhOAZ4J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
8	A Bevans	Investigating the effects of bimanual multitouch interaction on creativity	2011	Proceedings of the 8th ACM conference on Creativity …	dl.acm.org	https://scholar.google.com/scholar?cites=13324472824929596760&as_sdt=2005&sciodt=2007&hl=en	11	2023-05-25T13:48:18Z	NA	10.1145/2069618.2069746	NA	NA	NA	NA	NA	NA	8	0.67	8	1	12	… To facilitate the investigation of the effects of computer interfaces on divergent thinking using the Alternate Uses Task, we have created a computerized version of the AUT. The …	https://dl.acm.org/doi/abs/10.1145/2069618.2069746	https://dl.acm.org/doi/pdf/10.1145/2069618.2069746	https://scholar.google.com/scholar?q=related:WDVGLXAJ6rgJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
0	BS Folley, S Park	Review Copy	NA	psy.vanderbilt.edu	NA	NA	13	2023-05-25T13:48:18Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	NA	… -handed) participated in a novel “alternate uses” task, designed to assess divergent thinking (DT… Handedness: There was an inverse relationship between DT and handedness (range = -…	http://www.psy.vanderbilt.edu/faculty/sohee/Publications/Folley&Park_creative.pdf	http://www.psy.vanderbilt.edu/faculty/sohee/Publications/Folley&Park_creative.pdf	https://scholar.google.com/scholar?q=related:vj8pbov7lBQJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
0	DA Gubler, C Rominger, D Jakob, SJ Troche	How does experimentally induced pain affect creative ideation and underlying attention-related psychophysiological mechanisms?	2023	Neuropsychologia	Elsevier	NA	16	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… affects creative ideation in an adaptation of the Alternate Uses Task (AUT). Performance in the … they described themselves as right- or left-handed and which hand they preferred for one- …	https://www.sciencedirect.com/science/article/pii/S0028393223000489	https://www.sciencedirect.com/science/article/pii/S0028393223000489	NA	AUT1	1	1	1	0		0		
4	A Blake, S Palmisano	Divergent thinking influences the perception of ambiguous visual illusions	2021	Perception	journals.sagepub.com	https://scholar.google.com/scholar?cites=1396872753639754162&as_sdt=2005&sciodt=2007&hl=en	17	2023-05-25T13:48:18Z	PDF	10.1177/03010066211000192	NA	NA	NA	NA	NA	NA	4	2	2	2	2	… using the Big Five Aspects Scale and the Alternate Uses Task, respectively. Higher creativity/divergent thinking (as measured by the Alternate Uses Task) was found to predict greater …	https://journals.sagepub.com/doi/pdf/10.1177/03010066211000192	https://journals.sagepub.com/doi/pdf/10.1177/03010066211000192	https://scholar.google.com/scholar?q=related:sokeVV6wYhMJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
16	A Abraham, S Asquith, H Ahmed…	Comparing the efficacy of four brief inductions in boosting short-term creativity	2019	Journal of Cognitive …	Springer	https://scholar.google.com/scholar?cites=15718961510931791457&as_sdt=2005&sciodt=2007&hl=en	20	2023-05-25T13:48:18Z	HTML	10.1007/s41465-018-0085-0	NA	NA	NA	NA	NA	NA	16	4	4	4	4	… The first set of analyses involved comparing responses only on the first trial of the alternate uses task directly after the inductions (Table 2). This was in order to discern the immediate …	https://link.springer.com/article/10.1007/s41465-018-0085-0	https://link.springer.com/article/10.1007/s41465-018-0085-0	https://scholar.google.com/scholar?q=related:YX4gKTb4JNoJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
51	RP Roberts, K Wiebels, RL Sumner, V van Mulukom…	An fMRI investigation of the relationship between future imagination and cognitive flexibility	2017	Neuropsychologia	Elsevier	https://scholar.google.com/scholar?cites=5456783269743877103&as_sdt=2005&sciodt=2007&hl=en	21	2023-05-25T13:48:18Z	HTML	NA	NA	NA	NA	NA	NA	NA	51	8.5	10	5	6	… Second, we hypothesized that individual differences in cognitive flexibility, as measured by performance on the Alternate Uses Task, would correspond to individual differences in the …	https://www.sciencedirect.com/science/article/pii/S0028393216304262	https://www.sciencedirect.com/science/article/pii/S0028393216304262	https://scholar.google.com/scholar?q=related:79tg-XhjuksJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
0	R Kübler	Creativity, intelligence, and executive functions: Explaining the creativity-intelligence relationship through the involvement of executive functions	2018	NA	essay.utwente.nl	NA	22	2023-05-25T13:48:18Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	5	… , and a modified version of the Alternate Uses Task as measure of divergent … handedness condition, the given sequence of keys as indicators was used whereas for the left-handedness …	http://essay.utwente.nl/75159/	http://essay.utwente.nl/75159/1/K%C3%BCbler_BA_BMS.pdf	https://scholar.google.com/scholar?q=related:tjwm8HubVhwJ:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	1	1	1	0		0		
