Cites	Authors	Title	Year	Source	Publisher	Abstract	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	FullTextURL	Abstract - Relevant?	Unique?	TTCT? (Does the study include new TTCT data?)	Lefties? (Were at least 3 lefties given the TTCT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
26	RD Whitman, E Holcomb, J Zanes	Hemispheric collaboration in creative subjects: Cross-hemisphere priming in a lexical decision task	2010	Creativity Research Journal	Taylor &Francis	The literature provides 3 proposals regarding hemispheric involvement in the creative process: the right hemisphere is “more creative,” the 2 hemispheres are complementary, and the …	https://www.tandfonline.com/doi/abs/10.1080/10400419.2010.481480	https://scholar.google.com/scholar?cites=7466014371198106818&as_sdt=2005&sciodt=2007&hl=en	90	2023-05-23 11:33:52		10.1080/10400419.2010.481480							26	2	9	3	13	https://www.tandfonline.com/doi/pdf/10.1080/10400419.2010.481480	0	1				0		
0	J Viktorin	Creativity in Children and Pupils With Dyslexia	2021	Multidisciplinary Journal of School Education	bibliotekanauki.pl	This literature review analyzes ten specialized papers which focus on the issue of higher creativity among children and pupils with dyslexia. The aim of the article is to determine the …	https://bibliotekanauki.pl/articles/2028766.pdf		101	2023-05-23 11:33:52	PDF								0	0	0	1	2	https://bibliotekanauki.pl/articles/2028766.pdf	0	1				0		
7	S Kyaga	Creativity and psychopathology	2014		search.proquest.com	The Mad Genius is a recurring stereotype of contemporary cultural expression. However, starting with Lombroso’s investigation of genius and madness in 1888, recent decades have …	https://search.proquest.com/openview/68d4b54150f9960a4d59cf4bc2deec85/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://scholar.google.com/scholar?cites=11375519536028914344&as_sdt=2005&sciodt=2007&hl=en	104	2023-05-23 11:33:52	BOOK								7	0.78	7	1	9	https://search.proquest.com/openview/68d4b54150f9960a4d59cf4bc2deec85/1?pq-origsite=gscholar&cbl=2026366&diss=y	0	1				0		
0	Q Ruan, Y Xu, H Zhu	Situational Factors That Influence Divergent Thinking	2020		pdf.hanspub.org	… 而“混合手(Mixed-handers)”没有表现出 这样的优势,其中的原因可能是“混合手”的配合使用已经 … How Divergent Thinking Tests Mislead Us: Are the Torrance Tests Still Relevant in the 21st …	https://pdf.hanspub.org/AP20200400000_45267990.pdf		107	2023-05-23 11:33:52	PDF								0	0	0	3	3	https://pdf.hanspub.org/AP20200400000_45267990.pdf	0	1				0	Not in English	
30	E Frith, S Miller, PD Loprinzi	A review of experimental research on embodied creativity: Revisiting the mind–body connection	2020	The Journal of Creative Behavior	Wiley Online Library	… Left-handed muscular contractions appeared to facilitate convergent thinking to a greater extent than right-handed (p <.01, Cohen's d = .59) and control manipulations (p <.05, Cohen's …	https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.406	https://scholar.google.com/scholar?cites=317120559848349378&as_sdt=2005&sciodt=2007&hl=en	111	2023-05-23 11:33:52		10.1002/jocb.406							30	10	10	3	3		0	1				0		
55	E Thys, B Sabbe, M De Hert	The assessment of creativity in creativity/psychopathology research–a systematic review	2014	Cognitive neuropsychiatry	Taylor &Francis	… A popular creativity test battery based on divergent thinking is the Torrance Tests of Creative … Higher rates of psychosis proneness and nonright-handedness among creative artists …	https://www.tandfonline.com/doi/abs/10.1080/13546805.2013.877384	https://scholar.google.com/scholar?cites=5675134902663648327&as_sdt=2005&sciodt=2007&hl=en	114	2023-05-23 11:33:52		10.1080/13546805.2013.877384							55	6.11	18	3	9		0	1				0		
0	AW Young	Hemisphericity: A Critical Review	1984	COGNITIVE NEUROPSYCHOLOGY	ucl.ac.uk	… He examined the validity of the SOLAT, but only with reference to the Torrance tests of creativitity, and found right-dominant subjects (those having a score above the median on the …	https://www.ucl.ac.uk/medical-education/sites/medical-education/files/1984-CogNeuropsychology-HemisphericityReview.pdf		116	2023-05-23 11:33:52	PDF								0	0	0	1	39	https://www.ucl.ac.uk/medical-education/sites/medical-education/files/1984-CogNeuropsychology-HemisphericityReview.pdf	0	1				0		
0	A Van Heerden	Neuroimaging as contributor to understanding creativity	2018	South African Journal of Art History	journals.co.za	… Handedness and notions of dominant hemisphere creativity are not definitive in art making and creativity may involve divergent and convergent thinking. With regard to the cognitive …	https://journals.co.za/doi/abs/10.10520/EJC-13be767c7b		124	2023-05-23 11:33:52		10.10520/EJC-13be767c7b							0	0	0	1	5	https://repository.up.ac.za/bitstream/handle/2263/70661/VanHeerden_Neuroimaging_2018.pdf?sequence=1	0	1				0		
0	LD Helwig	A study of the use of the typewriter in the language arts curriculum in the third and fourth grades	1970		search.proquest.com	… Torrance Tests of 9 reative Thinking- A series of Verbal. and Figural. tests used to measure … It should assist the left-handed child. 7. The results are accurate, quickly obtained, and are …	https://search.proquest.com/openview/0ba51f1b1b4fd5172033a42b50d41116/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y		129	2023-05-23 11:33:52	BOOK								0	0	0	1	53	https://search.proquest.com/openview/0ba51f1b1b4fd5172033a42b50d41116/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	0	1				0		
2	D Cantú Cervantes, JR Baca Pumarejo…	Un estudio sobre creatividad figurativa no verbal por la activación motora de la mano izquierda	2019	Revista de psicología …	scielo.org.mx	Este estudio investigó el impacto que tuvo el uso focal de la extremidad superior fina izquierda en la Prueba de Creatividad Figurativa no verbal de Torrance en alumnos de educación …	https://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-18332019000100018	https://scholar.google.com/scholar?cites=16308654730244058826&as_sdt=2005&sciodt=2007&hl=en	135	2023-05-23 11:33:52	HTML								2	0.5	1	3	4	https://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-18332019000100018	0	1				0	Not in English	
0	DJ Kavanaugh	The synthesis of bis (dimolybdenum)-1, 3, 5, 7-tetrakis (2-pyridylimino) benzodipyrrole as a precursor for an inorganic, quadruple bond containing polymer	1993		search.proquest.com	… Left-handed Man in a Right-handed World. London:Pitman, 1970. … Torrance Tests of Creative Thinking - Directions … Torrance Tests of Creative Thinking - Norms- …	https://search.proquest.com/openview/6ea8756f28dde88681c5c4761c6f70a7/1?pq-origsite=gscholar&cbl=18750&diss=y		147	2023-05-23 11:33:52	BOOK								0	0	0	1	30	https://search.proquest.com/openview/6ea8756f28dde88681c5c4761c6f70a7/1?pq-origsite=gscholar&cbl=18750&diss=y	0	1				0		
82	MA Runco, S Yoruk	The neuroscience of divergent thinking	2014	Activitas Nervosa Superior	Springer	Creativity plays a role in innovation, development, and health. Recent research has used neuroscientific methods to study originality, novelty, insight, divergent thinking, and other …	https://link.springer.com/article/10.1007/BF03379602	https://scholar.google.com/scholar?cites=1587487155873559999&as_sdt=2005&sciodt=2007&hl=en	148	2023-05-23 11:33:52		10.1007/BF03379602							82	9.11	41	2	9	https://link.springer.com/content/pdf/10.1007/BF03379602.pdf	0	1				0		
24	S Gulgoz, C Kagitcibasi	Intelligence and intelligence testing in Turkey	2004	International handbook of intelligence	books.google.com	At the beginning of the 21st century, looking back at the past century of psychological theory and practice, we observe what could probably be called a century of defining and redefining …	https://books.google.com/books?hl=en&lr=&id=qbNLJl_L6MMC&oi=fnd&pg=PA248&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=HKELOZVlof&sig=OsxjtB3RVDTvok5gfvFQx3FR3V0	https://scholar.google.com/scholar?cites=10341570196396530471&as_sdt=2005&sciodt=2007&hl=en	149	2023-05-23 11:33:52									24	1.26	12	2	19		0	1				0		
3	KM Heilman	Brain Laterality: Up, Right, Forward	2021		books.google.com	… handedness as “a tendency to use one hand rather than the other” and the British Dictionary defines handedness … divide humans into right-handers, left-handers, and people without a …	https://books.google.com/books?hl=en&lr=&id=F6xCEAAAQBAJ&oi=fnd&pg=PT6&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=FAn9DLPd7b&sig=AQG0Ol31iPYGzigxcNiTNFAPWbQ	https://scholar.google.com/scholar?cites=9393966032051283516&as_sdt=2005&sciodt=2007&hl=en	150	2023-05-23 11:33:52	BOOK								3	1.5	3	1	2		0	1				0		
25	F Iszáj, MD Griffiths, Z Demetrovics	Creativity and psychoactive substance use: A systematic review	2017	International Journal of Mental Health …	Springer	… Higher rates of psychosis proneness and nonright-handedness among creative artists compared to same age and gender peers. Journal of Nervous and Mental Disease, 195(10), 837–…	https://link.springer.com/article/10.1007/s11469-016-9709-8	https://scholar.google.com/scholar?cites=13897089582692968901&as_sdt=2005&sciodt=2007&hl=en	154	2023-05-23 11:33:52	HTML	10.1007/s11469-016-9709-8							25	4.17	8	3	6	https://link.springer.com/article/10.1007/s11469-016-9709-8	0	1				0		
0	阮倩男, 徐艳, 朱浩亮	影响发散性思维的情境因素	2020	Advances in Psychology	hanspub.org	: 发散性思维是创造力的重要组成部分. 因其清晰明确的界定以及测量的便捷性, 所以研究者常常 通过测量发散性思维来测量创造力. 本文介绍发散性思维的概念界定及三个维度, 并说明传统的…	https://www.hanspub.org/journal/PaperInformation.aspx?paperID=35253		165	2023-05-23 11:33:52	HTML								0	0	0	3	3	https://www.hanspub.org/journal/PaperInformation.aspx?paperID=35253	0	1				0	Not in English	
0	E Nisiforou	Assessing learner's differences in field dependence-independence cognitive ability using multi-metric methods	2016		… and Graphic Arts, Faculty of Fine …				167	2023-05-23 11:33:52	CITATION								0	0	0	1	7		0	1				0	No full text available	
3	BB Shah	An experimental investigation of the effects of selected teaching strategies on the development of creative thinking and achievement in science	2016		The Maharaja Sayajirao University …			https://scholar.google.com/scholar?cites=1942370826457935838&as_sdt=2005&sciodt=2007&hl=en	171	2023-05-23 11:33:52	CITATION								3	0.43	3	1	7		0	1				0	No full text available	
1	D Curtiss	Contemporary Research in Brain Hemispheric Specialization for Artists and Art Educators: An Annotated Bibliography.	1982		ERIC	… figural creativity, as measured by the Torrance Tests of Creative Thinking, and cerebral … This book is concerned primarily with handedness and cerebral laterality: how one tells left …	https://eric.ed.gov/?id=ED288768	https://scholar.google.com/scholar?cites=9219586399329969006&as_sdt=2005&sciodt=2007&hl=en	174	2023-05-23 11:33:52									1	0.02	1	1	41	https://files.eric.ed.gov/fulltext/ED288768.pdf	0	1				0		
6	RE Jung, SG Ryman	Imaging creativity	2013	Creatively gifted students are not like other gifted …	brill.com	… cortical thickness with measures as diverse as divergent thinking, intelligence, and creative achievement, controlling for demographic factors such as age, sex, and handedness, making …	https://brill.com/downloadpdf/book/edcoll/9789462091498/BP000007.pdf	https://scholar.google.com/scholar?cites=4564149376628236715&as_sdt=2005&sciodt=2007&hl=en	175	2023-05-23 11:33:52									6	0.6	3	2	10		0	1				0		
0	CL Jewell	An Examination on How Poetry Linguistic Elements Predict Trait Mindfulness	2022		search.proquest.com	… creativity extends far beyond the realm of poetry; therefore, validity of the findings in this study would be enhanced through non-linguistic creativity measures, such as the Torrance Tests …	https://search.proquest.com/openview/69ec992592e4f01076bfbe012f59596e/1?pq-origsite=gscholar&cbl=18750&diss=y		182	2023-05-23 11:33:52	HTML								0	0	0	1	1	https://search.proquest.com/openview/69ec992592e4f01076bfbe012f59596e/1?pq-origsite=gscholar&cbl=18750&diss=y	0	1				0		
39	JB Black, K Swan, DL Schwartz	Developing thinking skills with computers	1988	Teachers College Record	journals.sagepub.com	… and are left-handed. How might they query the data base to find out who could belong? One likely answer is to make a query that asks for all the left-handed … That is, lefthandedness and …	https://journals.sagepub.com/doi/pdf/10.1177/016146818808900302	https://scholar.google.com/scholar?cites=7589205697456817687&as_sdt=2005&sciodt=2007&hl=en	200	2023-05-23 11:33:52		10.1177/016146818808900302							39	1.11	13	3	35		0	1				0		
0	R JUNG	TOWARDS A NEUROSCIENCE OF DESIGN CREATIVITY		johngero.com		… cortical thickness with measures as diverse as divergent thinking, intelligence, and creative achievement, controlling for demographic factors such as age, gender, and handedness, …	http://johngero.com/conferences/sdc08/papers/Jung.pdf		201	2023-05-23 11:33:52	PDF								0	0	0	1		http://johngero.com/conferences/sdc08/papers/Jung.pdf	0	1				0		
205	SI Pfeiffer	Serving the gifted: Evidence-based clinical and psychoeducational practice	2013		books.google.com	Designed for practitioners who work with the gifted, this volume is intended to serve as a practical and easy-to-use resource for working with gifted students, their teachers, and their …	https://books.google.com/books?hl=en&lr=&id=uhwuZ_hcXwAC&oi=fnd&pg=PR1&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=Bjw_w_V3lS&sig=7qzMFbHGZ5UTGXE7vb7fYLacreI	https://scholar.google.com/scholar?cites=9175441129525369340&as_sdt=2005&sciodt=2007&hl=en	203	2023-05-23 11:33:52	BOOK								205	20.5	205	1	10		0	1				0		
18	D Orth, L McDonic, C Ashbrook…	Efficient search under constraints and not working memory resources supports creative action emergence in a convergent motor task	2019	Human Movement …	Elsevier	… We chose to pad the non-dominant limb to ensure handedness was not an inhibiting reason for whether or not the right limb was used. A camera (Fujifilm FINEPIX XP80) was …	https://www.sciencedirect.com/science/article/pii/S016794571930171X	https://scholar.google.com/scholar?cites=9342984426969306488&as_sdt=2005&sciodt=2007&hl=en	204	2023-05-23 11:33:52	HTML								18	4.5	5	4	4	https://www.sciencedirect.com/science/article/pii/S016794571930171X	0	1				0		
50	S Kyaga	Creativity and mental illness: The mad genius in question	2014		books.google.com	… Torrance tests of creative thinking … He argues that stammering as well as left-handedness is frequent among geniuses. While most of these ideas seem antiquated today, there is some …	https://books.google.com/books?hl=en&lr=&id=QbUaBgAAQBAJ&oi=fnd&pg=PP1&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=-YxnjNLci8&sig=OnfYmVNI6btZg7_OgMt0MBnQcG4	https://scholar.google.com/scholar?cites=17929337356879947206&as_sdt=2005&sciodt=2007&hl=en	205	2023-05-23 11:33:52	BOOK								50	5.56	50	1	9		0	1				0		
8	VLR Allen	The relationships of time experience, human field motion, and clairvoyance: An investigation in the Rogerian conceptual framework	1988		search.proquest.com	Conceptualized within the framework of the Science of Unitary Human Beings proposed by Martha E. Rogers this study sought to test an hypothesis, derived from the principle of helicy, …	https://search.proquest.com/openview/934f1c7fa49f983f5981ad8f6437a887/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=2949317700000502143&as_sdt=2005&sciodt=2007&hl=en	206	2023-05-23 11:33:52	BOOK								8	0.23	8	1	35	https://search.proquest.com/openview/934f1c7fa49f983f5981ad8f6437a887/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	0	1				0		
0	I Sikora	Creative Production and Exchange of Ideas	2019	Journal of Economics and Behavioral Studies	ojs.amhinternational.com	This paper explores the relationship between individual creative productivity and learning about ideas of others. I report evidence from a two-stage real-effort lab experiment, in which …	https://ojs.amhinternational.com/index.php/jebs/article/download/2964/1896		211	2023-05-23 11:33:52	PDF								0	0	0	1	4	https://ojs.amhinternational.com/index.php/jebs/article/download/2964/1896	0	1				0		
1	EE Peters-Burton, LM Martin-Hansen	Implications of Gifted Student Selection Techniques for Scientific Creativity	2016	Interplay of Creativity and …	brill.com	When schools attempt to identify gifted children, quantitative measures are part of that identification process. While exploring the nexus of gifted children and science, it is worthwhile to …	https://brill.com/downloadpdf/book/edcoll/9789463001632/BP000005.pdf	https://scholar.google.com/scholar?cites=1836497956689883231&as_sdt=2005&sciodt=2007&hl=en	212	2023-05-23 11:33:52									1	0.14	1	2	7		0	1				0		
32	FR Link	Essays on the Intellect.	1985		ERIC	There has been a flood of publications concerned with the teaching of thinking and problem solving, a great many exploring definitions and approaches to instruction. This book …	https://eric.ed.gov/?id=ED266131	https://scholar.google.com/scholar?cites=1532855426636335837&as_sdt=2005&sciodt=2007&hl=en	227	2023-05-23 11:33:52	BOOK								32	0.84	32	1	38	https://files.eric.ed.gov/fulltext/ED266131.pdf	0	1				0		
0	OE Agbo	Effects of Mind Mapping and Synectics on the Whole Brain Learning and Creative Production of High Ability Pupils	2017						228	2023-05-23 11:33:52	CITATION								0	0	0	1	6		0	1				0		
351	MA Runco, SO Sakamoto	Experimental studies of creativity	1999	Handbook of creativity	books.google.com	… In contrast to control subjects (matched for handedness, sex, age, and linguistic and ethnic background), the commissurotomy subjects used few affect-laden words in their sentences. …	https://books.google.com/books?hl=en&lr=&id=d1KTEQpQ6vsC&oi=fnd&pg=PA62&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=Fu3-4hsoAU&sig=5zLS5Xch8akLYSuD2iZW2XVEiSE	https://scholar.google.com/scholar?cites=17752169959304320702&as_sdt=2005&sciodt=2007&hl=en	237	2023-05-23 11:33:52									351	14.63	176	2	24	https://www.researchgate.net/profile/Mark-Runco/publication/265184054_Experimental_Studies_of_Creativity/links/552abd210cf2e089a3aa0f6f/Experimental-Studies-of-Creativity.pdf	0	1				0	Not in English	
1	CC Marisch	Auswirkungen von Schlaf und dessen polysomnographischen Korrelaten auf kreative Prozesse	2015		edoc.ub.uni-muenchen.de	Ein deutsches Sprichwort besagt:,, Kein größerer Dieb als der Schlaf! er raubt uns das halbe Leben ‘‘(Eiselein, 1840). Tatsächlich verbringt der Großteil der Bevölkerung ein Drittel …	https://edoc.ub.uni-muenchen.de/18388/1/Marisch_Cynthia_Christine.pdf	https://scholar.google.com/scholar?cites=15305183280652295797&as_sdt=2005&sciodt=2007&hl=en	239	2023-05-23 11:33:52	PDF								1	0.13	1	1	8	https://edoc.ub.uni-muenchen.de/18388/1/Marisch_Cynthia_Christine.pdf	0	1				0	Not in English	
0	B Kudrowitz	Sparking Creativity: How Play and Humor Fuel Innovation and Design	2023		books.google.com	… The creativity crisis: The decrease in creative thinking scores on the Torrance tests of creative thinking. Creativity Research Journal, 23(4), 285–295. Kudrowitz, B., &Dippo, C. …	https://books.google.com/books?hl=en&lr=&id=Aqi3EAAAQBAJ&oi=fnd&pg=PT23&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=8Sob_7RVbj&sig=8V6Gmh9O1dqIQBbD7GaFVXVhCp4		247	2023-05-23 11:33:52	BOOK								0	0	0	1	1		0	1				0		
0	AN Trani	Creativity, Depression, and Rumination	2021		Georgia Institute of Technology				255	2023-05-23 11:33:52	CITATION								0	0	0	1	2		0	1				0	Cannot find abstract or full paper	
18	A Rital	Introduction to psychology	2015		Oxford and IBH Publishing			https://scholar.google.com/scholar?cites=11789101927357950510&as_sdt=2005&sciodt=2007&hl=en	257	2023-05-23 11:33:52	CITATION								18	2.25	18	1	8		0	1				0		
30	C Charyton	Creative engineering design: The meaning of creativity and innovation in engineering	2015	Creativity and innovation among science and art: A …	Springer	The importance of creativity as a vehicle for innovation in engineering design is discussed in this chapter. A creative act needs acceptance of an idea, product, or process by the field, …	https://link.springer.com/chapter/10.1007/978-1-4471-6624-5_7	https://scholar.google.com/scholar?cites=15038697029573486649&as_sdt=2005&sciodt=2007&hl=en	264	2023-05-23 11:33:52		10.1007/978-1-4471-6624-5_7							30	3.75	30	1	8		0	1				0		
24	JL Mihura, N Dumitrascu, M Roy…	The centrality of the response process in construct validity: An illustration via the Rorschach space response	2018	Journal of Personality …	Taylor &Francis	Recently, psychologists have emphasized the response process—that is, the psychological operations and behaviors that lead to test scores—when designing psychological tests, …	https://www.tandfonline.com/doi/abs/10.1080/00223891.2017.1306781	https://scholar.google.com/scholar?cites=8026537825531026647&as_sdt=2005&sciodt=2007&hl=en	265	2023-05-23 11:33:52		10.1080/00223891.2017.1306781							24	4.8	6	4	5	https://www.tandfonline.com/doi/full/10.1080/00223891.2017.1306781	0	1				0		
0	E Karavanidou	Writing tool transitions and symbioses of pre-digital creative educators in Greece	2021		unbscholar.lib.unb.ca	This paper is a multiple case study on the writing memories, embodied writing styles and expectations of four female educators in Greece that explores how they adopted new writing …	https://unbscholar.lib.unb.ca/islandora/object/unbscholar%3A10519		268	2023-05-23 11:33:52									0	0	0	1	2	https://unbscholar.lib.unb.ca/islandora/object/unbscholar%3A10519/datastream/PDF/view	0	1				0		
6	PR Webster	Annotated bibliography1 on music education and creative thinking in music	2003	Education	peterrwebster.com	1 Note that this bibliography includes music sources that are particularly relevant for music teaching and learning in contexts that support early childhood through young adult. The rich …	http://peterrwebster.com/createBib2010.pdf	https://scholar.google.com/scholar?cites=9931044103123980991&as_sdt=2005&sciodt=2007&hl=en	269	2023-05-23 11:33:52	PDF								6	0.3	6	1	20	http://peterrwebster.com/createBib2010.pdf	0	1				0		
2	J Strohmeier	Test zur Erfassung des kreativen Denkens (TEKD): Zusammenhänge mit umgebungsbezogenen Variablen und Vergleiche von Gruppen mit unterschiedlichen …	2010		unipub.uni-graz.at	Ziel dieser Untersuchung ist es, einen Kreativitätstest mit zeitgemäßen, alltagsnäheren Items zu entwickeln und diesen an einer ausreichend großen, heterogenen Stichprobe zu …	http://unipub.uni-graz.at/obvugrhs/211339	https://scholar.google.com/scholar?cites=14410980455570153538&as_sdt=2005&sciodt=2007&hl=en	270	2023-05-23 11:33:52									2	0.15	2	1	13	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/211339/full.pdf	0	1				0	Not in English	
0	J Hernández Nopsa, W Hernández González	Potencial creativo, habilidades espaciales, logro de aprendizaje y estilo cognitivo: relaciones y diferencias a partir de la Interacción con un ambiente de aprendizaje …	2017		repository.pedagogica.edu.co	Tesis de grado. La presente investigación tiene como objetivo analizar las relaciones entre el estilo cognitivo -dependencia, intermedio e independencia de campo-, el logro de …	http://repository.pedagogica.edu.co/handle/20.500.12209/9594		272	2023-05-23 11:33:52									0	0	0	2	6	http://repository.pedagogica.edu.co/bitstream/handle/20.500.12209/9594/TO-21420.pdf?sequence=1	0	1				0	Not in English	
0	Y Iserlis	Human Intellect: Optimal Tuning and Control: Astonishing Way to Become Smarter	2020		books.google.com	… , such as allergies, right-or-left handedness or the need for eyeglass prescriptions. These … For example, the Torrance Tests of Creative Thinking include some simple tests of divergent …	https://books.google.com/books?hl=en&lr=&id=-U_4DwAAQBAJ&oi=fnd&pg=PT9&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=8Fu3RxiKUa&sig=LuWT3bV8ACLTs7WwYKaAMnexwPQ		274	2023-05-23 11:33:52	BOOK								0	0	0	1	3		0	1				0		
70	MA Runco	Tension, adaptability, and creativity	2015	Affect, creative experience, and psychological …	Routledge			https://scholar.google.com/scholar?cites=6750023875426853757&as_sdt=2005&sciodt=2007&hl=en	275	2023-05-23 11:33:52	CITATION								70	8.75	70	1	8		0	1				0		
17	L Marxen	A Framework for Design Support Development based on the integrated Product Engineering Model iPeM	2014		scholar.archive.org	The overall goal of this thesis is to help design support developers in their efforts to provide reliable, credible and valid design support. Design science deals with design outcomes, with …	https://scholar.archive.org/work/smyt54gugjfpdlydnqxg6rgy4y/access/wayback/https://publikationen.bibliothek.kit.edu/1000045823/3424352	https://scholar.google.com/scholar?cites=8790973553111867677&as_sdt=2005&sciodt=2007&hl=en	280	2023-05-23 11:33:52	PDF								17	1.89	17	1	9	https://scholar.archive.org/work/smyt54gugjfpdlydnqxg6rgy4y/access/wayback/https://publikationen.bibliothek.kit.edu/1000045823/3424352	0	1				0		
6	GA Hudgens, LL Torsani-Fatkin	Human performance: psychological and physiological sex differences (a selected bibliography)	1980		apps.dtic.mil	… Variations in cerebral organization as a function of handedness, hand posture in vnriting, … Stern, DB Handedness and the lateral distribution of conversion reactions. Journal of Nervous …	https://apps.dtic.mil/sti/citations/ADA085824	https://scholar.google.com/scholar?cites=9225199354628406012&as_sdt=2005&sciodt=2007&hl=en	281	2023-05-23 11:33:52									6	0.14	3	2	43	https://apps.dtic.mil/sti/pdfs/ADA085824.pdf	0	1				0		
5	N Kutlu	İlkokul düzeyinde Purdue modeline göre müfredat zenginleştirmenin fen öğretimine etkisi	2013		openaccess.amasya.edu.tr	Müfredat zenginleştirme sınıftaki her öğrenciye, öğrenme potansiyeline göre öğrenme fırsatı sağlaması nedeniyle önemlidir. Öğrencinin kendi hızında öğrenmesini sağlayarak mevcut …	http://openaccess.amasya.edu.tr/xmlui/handle/20.500.12450/2005	https://scholar.google.com/scholar?cites=12694317162326123095&as_sdt=2005&sciodt=2007&hl=en	284	2023-05-23 11:33:52									5	0.5	5	1	10	http://openaccess.amasya.edu.tr/xmlui/bitstream/handle/20.500.12450/2005/339792.pdf?sequence=1	0	1				0	Not in English	
3	C Killen	True stories about tall tales: A study of creativity and cultural production in contemporary Australian children's picture books	2016		nova.newcastle.edu.au	Creativity is a complex phenomenon that is often misunderstood. While it is a term that is commonly associated with artistic practice, recent research reveals that creativity is evident in a …	https://nova.newcastle.edu.au/vital/access/services/Download/uon:22340/ATTACHMENT02	https://scholar.google.com/scholar?cites=14529389816578825206&as_sdt=2005&sciodt=2007&hl=en	286	2023-05-23 11:33:52	PDF								3	0.43	3	1	7	https://nova.newcastle.edu.au/vital/access/services/Download/uon:22340/ATTACHMENT02	0	1				0		
0	CSBR Rebocho	A criatividade em contexto escolar: avaliação da criatividade características individuais e competências socioemocionais em crianças do 1º ciclo	2020		search.proquest.com	Atualmente, a criatividade é um tema de grande debate devido à sua importância na sociedade em que vivemos. Contudo, apenas nos últimos anos se assistiu a uma maior discussão …	https://search.proquest.com/openview/36c24a0e93e0cf8b9c57143fcea6cfd8/1?pq-origsite=gscholar&cbl=2026366&diss=y		288	2023-05-23 11:33:52	HTML								0	0	0	1	3	https://search.proquest.com/openview/36c24a0e93e0cf8b9c57143fcea6cfd8/1?pq-origsite=gscholar&cbl=2026366&diss=y	0	1				0	Not in English	
10	E Clabough	Second nature: How parents can use neuroscience to help kids develop empathy, creativity, and self-control	2019		Sounds True			https://scholar.google.com/scholar?cites=17525768565331422113&as_sdt=2005&sciodt=2007&hl=en	290	2023-05-23 11:33:52	CITATION								10	2.5	10	1	4	https://www.erinclaboughphd.com/s/Second-Nature-Book-Preview.pdf	0	1				0		
74	MA Runco, P Ebersole, W Mraz	Creativity and self-actualization	1997	Eminent creativity, everyday …	books.google.com	… Murphy, Dauw, Harton, and Fredian (1976) used the more widely recognized Torrance Tests of Creative Thinking (TTCT), as well as the Similies Preference test. They reported that the …	https://books.google.com/books?hl=en&lr=&id=WaicV2GkwsoC&oi=fnd&pg=PA265&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=_CZdBqmvI9&sig=ufqaHogMpBUvpDOg1DzG8nhcMzg	https://scholar.google.com/scholar?cites=12474409833284345594&as_sdt=2005&sciodt=2007&hl=en	292	2023-05-23 11:33:52									74	2.85	25	3	26		0	1				0		
0	S Kloimstein	Stim vs. Gym: Kombinierte und isolierte Effekte von transkranieller Rauschstromstimulation und Sport auf das Arbeitsgedächtnis und die arithmetische Leistung		unipub.uni-graz.at		Es liegt zunehmende Evidenz vor, dass transkranielle elektrische Stimulation (tES; abgezielt auf den linken dorsolateralen Präfrontalkortex, DLPFC) und eine akute Sporteinheit …	http://unipub.uni-graz.at/obvugrhs/content/titleinfo/8085826		294	2023-05-23 11:33:52									0	0	0	1		https://unipub.uni-graz.at/obvugrhs/content/titleinfo/8085826/full.pdf	0	1				0	Not in English	
